"CL45":"Heliport":"North Net Training Authority Heliport, Anaheim, CA":33.7950527778:-117.881019444
"CL46":"Airport":"Quail Lake Sky Park Airport, Gorman/Lancaster, CA":34.7677580556:-118.731756667
"CL47":"Heliport":"Hoag Heliport, Valley Center, CA":33.2342033333:-116.967528056
"CL48":"Heliport":"Palomar Health Downtown Campus Heliport, Escondido, CA":33.1245555556:-117.075638889
"CL49":"Heliport":"International Tower Heliport, Los Angeles, CA":34.0464008333:-118.262574444
"CL50":"Heliport":"Westwood Gateway Heliport, Los Angeles, CA":34.0477872222:-118.445079722
"CL51":"Heliport":"Santa Rosa Memorial Hospital Heliport, Santa Rosa, CA":38.4438005556:-122.701375556
"CL52":"Heliport":"San Joaquin General Hospital Heliport, Stockton, CA":37.8877030556:-121.284944722
"CL53":"Heliport":"St Helena Hospital Clearlake Heliport, Clearlake, CA":38.9290138889:-122.615077778
"CL54":"Heliport":"Westside Towers Heliport, Los Angeles, CA":34.0330655556:-118.452579444
"CL55":"Heliport":"Sce Serrano Substation Heliport, Orange, CA":33.8286272222:-117.790610278
"CL56":"Airport":"Ranchaero Airport, Chico, CA":39.71952125:-121.870495417
"CL58":"Heliport":"Sce Southeastern Division Heliport, Santa Ana, CA":33.7308513889:-117.847277778
"CL59":"Heliport":"Camp 11 Heliport, Agua Dulce, CA":34.4383283333:-118.287578056
"CL60":"Heliport":"Memorial Hospital Heliport, Bakersfield, CA":35.3910691667:-119.006211944
"CL61":"Heliport":"Kern Medical Center Heliport, Bakersfield, CA":35.3825:-118.969722222
"CL62":"Heliport":"Station 125 Heliport, Calabasas, CA":34.1502830556:-118.698143611
"CL63":"Heliport":"Castaic Dam Heliport, Castaic, CA":34.5172222222:-118.599444444
"CL64":"Heliport":"Washington Hospital Heliport, Fremont, CA":37.5563247222:-121.978293333
"CL65":"Heliport":"H B P D Heliport, Huntington Beach, CA":33.6950180556:-118.001449167
"CL66":"Heliport":"Camp 2 Heliport, La Canada, CA":34.1972272222:-118.173961667
"CL67":"Heliport":"Platform Hidalgo Heliport, Santa Maria, CA":34.4949861111:-120.7032275
"CL68":"Heliport":"Platform Harvest Heliport, Santa Maria, CA":34.4691533333:-120.6818375
"CL69":"Heliport":"Sutter Lakeside Hospital Heliport, Lakeport, CA":39.1050638889:-122.906652778
"CL70":"Heliport":"Queen Of Angel-Hollywood Presbyterian Hos Heliport, Los Angeles, CA":34.0964222222:-118.290330556
"CL71":"Heliport":"Hughes/Corporate Heliport, Los Angeles, CA":33.9661230556:-118.424243611
"CL72":"Heliport":"Camp 8 Heliport, Malibu, CA":34.0619516667:-118.647029167
"CL73":"Heliport":"Rotor-Aids Maintenance Hangar Heliport, Oxnard, CA":34.2022266667:-119.202885278
"CL74":"Airport":"Skyotee Ranch Airport, Rosamond, CA":34.8319227778:-118.400914167
"CL75":"Heliport":"Robert D Cloud Heliport, Rosemead, CA":34.0522327778:-118.080623611
"CL76":"Heliport":"U S Naval Hospital San Diego Heliport, San Diego, CA":32.7250511111:-117.144754722
"CL77":"Airport":"Bonny Doon Village Airport, Santa Cruz, CA":37.0705036111:-122.127465556
"CL78":"Heliport":"Camp 14 Heliport, Saugus, CA":34.5661008333:-118.476749444
"CL79":"Heliport":"Sce Tiffany Pines Heliport, Shaver Lake, CA":37.1180025:-119.305125278
"CL80":"Heliport":"Sherman Oaks Hospital Heliport, Sherman Oaks, CA":34.1600058333:-118.449525833
"CL81":"Heliport":"Camp 15 Heliport, Sunland, CA":34.2894455556:-118.2881325
"CL82":"Heliport":"Los Robles Rgnl Medical Center Heliport, Thousand Oaks, CA":34.2066666667:-118.883333333
"CL83":"Heliport":"Joe Heidrick Heliport, Woodland, CA":38.66546:-121.82552
"CL84":"Airport":"Ahlem Farms Airport, Hilmar, CA":37.38827:-120.927427222
"CL85":"Heliport":"Sonoma Pad 1 Heliport, Sonoma, CA":38.1582333333:-122.456316667
"CL86":"Heliport":"Santa Clara Towers Heliport, Santa Clara, CA":37.3854961111:-121.972458889
"CL87":"Heliport":"Haddicks Heliport, City Of Industry, CA":34.0280663889:-117.965064722
"CL88":"Airport":"Wesinger Ranch Airport, Alturas, CA":41.4471111111:-120.584388889
"CL89":"Heliport":"Mga Chatsworth Heliport, Chatsworth, CA":34.2388922222:-118.569253056
"CL90":"Airport":"Butte Creek Hog Ranch Airport, Chico, CA":39.6887730556:-121.783865833
"CL91":"Heliport":"Auberry Hydro Service Center Heliport, Auberry, CA":37.0649491667:-119.484299722
"CL92":"Heliport":"Sce Saddleback Service Center Heliport, Irvine, CA":33.6550213889:-117.705328889
"CL93":"Heliport":"Sce Shaver Summit Heliport, Shaver Lake, CA":37.1638352778:-119.291513889
"CL94":"Heliport":"Plumas District Hospital Heliport, Quincy, CA":39.9404472222:-120.959398611
"CL95":"Heliport":"County Headquarters Bldg Heliport, San Bernardino, CA":34.103345:-117.271986389
"CL96":"Heliport":"Vaca Valley Hospital Heliport, Vacaville, CA":38.3557438889:-121.951354444
"CL97":"Heliport":"Scripps Mercy Hospital Heliport, San Diego, CA":32.7511613889:-117.160310556
"CL99":"Heliport":"Watsonville Community Hospital Heliport, Watsonville, CA":36.9399522222:-121.776062222
"CLAAS":"Intersection":"CLAAS Intersection":33.6702527778:-112.081830556
"CLARR":"Intersection":"CLARR Intersection":35.6756805556:-115.679752778
"CLASS":"Intersection":"CLASS Intersection":47.8579527778:-116.147458333
"CLAUS":"Intersection":"CLAUS Intersection":33.2460611111:-111.897433333
"CLEAN":"Intersection":"CLEAN Intersection":43.5566527778:-115.848386111
"CLEET":"Intersection":"CLEET Intersection":42.2175527778:-121.77475
"CLEIN":"Intersection":"CLEIN Intersection":41.8937111111:-114.8811
"CLIPP":"Intersection":"CLIPP Intersection":34.77825:-115.045697222
"CLITN":"Intersection":"CLITN Intersection":38.4452805556:-121.962833333
"CLMNS":"Intersection":"CLMNS Intersection":35.4125722222:-121.162752778
"CLOSE":"Intersection":"CLOSE Intersection":33.3761111111:-111.699722222
"CLOTS":"Intersection":"CLOTS Intersection":38.9819111111:-118.647447222
"CLOVA":"Intersection":"CLOVA Intersection":46.2924305556:-117.31075
"CLOWD":"Intersection":"CLOWD Intersection":33.9028027778:-115.939405556
"CLSTR":"Intersection":"CLSTR Intersection":32.8693111111:-117.34015
"CLUBZ":"Intersection":"CLUBZ Intersection":33.2532527778:-112.195027778
"CLYMN":"Intersection":"CLYMN Intersection":46.4237111111:-116.630625
"CMA":"VOR/DME":"Camarillo VOR/DME":34.2125227778:-119.094355
"CMFRT":"Intersection":"CMFRT Intersection":47.8366388889:-122.320375
"CMGAP":"Intersection":"CMGAP Intersection":46.2560277778:-116.617647222
"CN01":"Heliport":"Mendocino Coast District Hospital Heliport, Fort Bragg, CA":39.4319888889:-123.79965
"CN02":"Heliport":"San Francisco Va Medical Center Heliport, San Francisco, CA":37.7833305556:-122.506388889
"CN06":"Heliport":"Infineon Raceway Pad 2 Heliport, Sonoma, CA":38.1550805556:-122.450691667
"CN10":"Heliport":"Mono County Medical Heliport, Bridgeport, CA":38.2522222222:-119.230555556
"CN12":"Gliderport":"Williams Gliderport, Williams, CA":39.1635022222:-122.131641111
"CN13":"Airport":"Borges - Clarksburg Airport, Clarksburg, CA":38.44325:-121.508861111
"CN14":"Heliport":"Queen Of The Valley Hospital Heliport, Napa, CA":38.3239277778:-122.297125
"CN15":"Airport":"Vineyard Oaks Farm Airport, Lemore, CA":36.3691666667:-119.786111111
"CN17":"Heliport":"Rady Childrens Hospital - San Diego Heliport, San Diego, CA":32.7991666667:-117.151666667
"CN19":"Airport":"Las Serpientes Airport, Knightsen, CA":37.9331388889:-121.612861111
"CN20":"Seaplane Base":"Ferndale Resort Seaplane Base, Kelseyville, CA":39.0029519444:-122.796935278
"CN23":"Airport":"Harvard Airport, Yermo, CA":34.9616508333:-116.675308333
"CN25":"Heliport":"The Westin Bonaventure Hotel Heliport, Los Angeles, CA":34.0527897222:-118.255907222
"CN26":"Heliport":"Rodgers Flat Heliport, Belden, CA":39.9665522222:-121.284409444
"CN27":"Heliport":"Hughes/Canoga Park Heliport, Canoga Park, CA":34.2375036111:-118.625921667
"CN28":"Heliport":"Big Creek Helistop Heliport, Big Creek, CA":37.2010566667:-119.251512222
"CN29":"Airport":"J-B Airport, Farmington, CA":37.9352025:-121.015494444
"CN33":"Heliport":"Airport Imperial Bldg Helistop Heliport, El Segundo, CA":33.9302908333:-118.397020278
"CN37":"Airport":"Kelso Valley Airport, Mojave, CA":35.3883245556:-118.22029025
"CN38":"Airport":"Flying B Ranch Airport, Franklin, CA":38.3413008333:-121.437452222
"CN39":"Heliport":"Operating Engineers Pension Trust Bldg Heliport, Los Angeles, CA":34.0619552778:-118.291186389
"CN42":"Airport":"Double Creek Ranch Airport, Manton, CA":40.4457119444:-121.882212778
"CN43":"Heliport":"Anaheim Canyon Tower Heliport, Anaheim, CA":33.8597372222:-117.850057778
"CN44":"Airport":"Flying Bull Airport, Modesto, CA":37.6204722222:-121.162972222
"CN45":"Heliport":"Bear Valley Hospital Heliport, Big Bear Lake, CA":34.2466666667:-116.888333333
"CN46":"Heliport":"The Mcconnell Foundation Heliport, Redding, CA":40.5982222222:-122.332333333
"CN47":"Heliport":"Pacoima Dam Heliport, Los Angeles, CA":34.3336111111:-118.3975
"CN51":"Heliport":"Community Rgnl Medical Center Heliport, Fresno, CA":36.7436861111:-119.785272222
"CN53":"Heliport":"Kings County Houston Ave Heliport, Hanford, CA":36.2998611111:-119.594861111
"CN64":"Airport":"Desert Center Airport, Desert Center, CA":33.7477222222:-115.32525
"CN88":"Heliport":"Kaiser Medical Center Vacaville Heliport, Vacaville, CA":38.38875:-121.940416667
"CN93":"Heliport":"Sierra Vista Rgnl Medical Center Heliport, San Luis Obispo, CA":35.2938888889:-120.666111111
"CN98":"Airport":"Walter'S Camp Airport, Palo Verde, CA":33.2455555556:-114.710277778
"CN99":"Airport":"Del Mar Farms Airport, Patterson, CA":37.5464444444:-121.158577778
"CNDEL":"Intersection":"CNDEL Intersection":37.7832694444:-122.336758333
"CNFLU":"Intersection":"CNFLU Intersection":45.6583333333:-122.7725
"CNNTI":"Intersection":"CNNTI Intersection":47.394525:-122.308358333
"CNYON":"Intersection":"CNYON Intersection":33.5421333333:-111.308469444
"COALI":"Intersection":"COALI Intersection":36.2680638889:-120.368177778
"COAPT":"Intersection":"COAPT Intersection":34.0497527778:-114.555069444
"COBDI":"Intersection":"COBDI Intersection":47.1197305556:-120.662411111
"COBIL":"Intersection":"COBIL Intersection":44.6418194444:-124.053269444
"COBOB":"Intersection":"COBOB Intersection":31.8546111111:-111.04305
"COBUR":"Intersection":"COBUR Intersection":44.168675:-123.049408333
"COBUV":"Intersection":"COBUV Intersection":39.3309083333:-121.954875
"COBUX":"Intersection":"COBUX Intersection":48.0813:-123.133308333
"COCAB":"Intersection":"COCAB Intersection":35.9648388889:-115.119705556
"COCAN":"Intersection":"COCAN Intersection":36.312525:-110.351966667
"COCJE":"Intersection":"COCJE Intersection":32.3131444444:-109.814263889
"COCPE":"Intersection":"COCPE Intersection":37.7470472222:-120.020252778
"CODAY":"Intersection":"CODAY Intersection":43.9262055556:-121.143680556
"CODEY":"Intersection":"CODEY Intersection":38.9988083333:-121.381452778
"CODGU":"Intersection":"CODGU Intersection":47.198825:-122.659819444
"CODNO":"Intersection":"CODNO Intersection":35.9005388889:-115.270105556
"CODON":"Intersection":"CODON Intersection":46.7793277778:-123.134755556
"CODOV":"Intersection":"CODOV Intersection":36.0735833333:-115.204977778
"CODRU":"Intersection":"CODRU Intersection":38.6892944444:-121.783841667
"CODSA":"Intersection":"CODSA Intersection":48.0810833333:-116.788505556
"CODUT":"Intersection":"CODUT Intersection":46.4010027778:-116.855575
"COE":"VOR/DME":"Coeur D'Alene VOR/DME":47.7736972222:-116.820588333
"COFAY":"Intersection":"COFAY Intersection":47.0788416667:-122.500436111
"COFMO":"Intersection":"COFMO Intersection":44.3317555556:-120.959966667
"COGAR":"Intersection":"COGAR Intersection":47.4287611111:-122.216972222
"COGGR":"Intersection":"COGGR Intersection":37.8189805556:-121.976144444
"COGID":"Intersection":"COGID Intersection":33.1785694444:-116.942633333
"COGIS":"Intersection":"COGIS Intersection":37.0923833333:-120.8878
"COGOB":"Intersection":"COGOB Intersection":40.4860444444:-122.294938889
"COGOD":"Intersection":"COGOD Intersection":43.59505:-116.316169444
"COGOK":"Intersection":"COGOK Intersection":45.0817555556:-123.360975
"COGOL":"Intersection":"COGOL Intersection":37.28475:-119.791813889
"COGTU":"Intersection":"COGTU Intersection":39.2859444444:-118.580044444
"COJGE":"Intersection":"COJGE Intersection":36.2146777778:-115.202666667
"COKAM":"Intersection":"COKAM Intersection":46.4980555556:-122.7027
"COKAY":"Intersection":"COKAY Intersection":44.0765472222:-121.373772222
"COKBU":"Intersection":"COKBU Intersection":33.7903194444:-116.469141667
"COKEB":"Intersection":"COKEB Intersection":46.5246416667:-117.256863889
"COKGA":"Intersection":"COKGA Intersection":40.2403944444:-119.9416
"COKLA":"Intersection":"COKLA Intersection":44.8411833333:-124.031108333
"COKMU":"Intersection":"COKMU Intersection":48.4328388889:-122.961702778
"COKOR":"Intersection":"COKOR Intersection":37.2829361111:-121.839397222
"COLAN":"Intersection":"COLAN Intersection":32.4333333333:-110.341666667
"COLAY":"Intersection":"COLAY Intersection":42.794525:-112.975972222
"COLDI":"Intersection":"COLDI Intersection":44.6841138889:-124.065755556
"COLLI":"Intersection":"COLLI Intersection":37.8629777778:-122.083511111
"COLLR":"Intersection":"COLLR Intersection":44.3809055556:-116.31395
"COLOM":"Intersection":"COLOM Intersection":38.8389722222:-120.870019444
"COLOX":"Intersection":"COLOX Intersection":44.027975:-123.201180556
"COLSO":"Intersection":"COLSO Intersection":38.9117444444:-121.295347222
"COLTA":"Intersection":"COLTA Intersection":44.1859972222:-120.998505556
"COLUB":"Intersection":"COLUB Intersection":33.5336888889:-117.018219444
"COLUR":"Intersection":"COLUR Intersection":40.2007361111:-119.837477778
"COMEB":"Intersection":"COMEB Intersection":47.2162277778:-119.293280556
"COMEK":"Intersection":"COMEK Intersection":44.1728972222:-121.219847222
"COMEL":"Intersection":"COMEL Intersection":32.4569777778:-111.988827778
"COMGA":"Intersection":"COMGA Intersection":33.6372027778:-117.085411111
"COMGU":"Intersection":"COMGU Intersection":33.0518833333:-111.571183333
"COMIC":"Intersection":"COMIC Intersection":38.0617694444:-121.494286111
"COMIS":"Intersection":"COMIS Intersection":38.0652833333:-121.226547222
"COMKI":"Intersection":"COMKI Intersection":37.6515166667:-121.000561111
"COMLU":"Intersection":"COMLU Intersection":48.1322638889:-122.545683333
"COMMB":"Intersection":"COMMB Intersection":47.6079944444:-122.383105556
"COMMO":"Intersection":"COMMO Intersection":37.8742194444:-122.492041667
"COMOT":"Intersection":"COMOT Intersection":39.1634416667:-123.205152778
"COMPS":"Intersection":"COMPS Intersection":36.0112944444:-114.499608333
"COMSO":"Intersection":"COMSO Intersection":33.9191166667:-117.229394444
"COMTU":"Intersection":"COMTU Intersection":33.2695333333:-116.214161111
"COMUX":"Intersection":"COMUX Intersection":32.8837194444:-114.624761111
"CONDS":"Intersection":"CONDS Intersection":34.2663888889:-118.499722222
"CONDY":"Intersection":"CONDY Intersection":36.0764166667:-115.016319444
"CONES":"Intersection":"CONES Intersection":33.8047388889:-116.018444444
"CONGA":"Intersection":"CONGA Intersection":33.8809833333:-117.933275
"CONIT":"Intersection":"CONIT Intersection":47.6959444444:-122.38965
"CONIV":"Intersection":"CONIV Intersection":36.6203916667:-121.665427778
"CONLI":"Intersection":"CONLI Intersection":42.2212027778:-123.409936111
"CONPO":"Intersection":"CONPO Intersection":35.5750416667:-109.131086111
"CONYO":"Intersection":"CONYO Intersection":39.2297722222:-120.759327778
"COOGA":"Intersection":"COOGA Intersection":34.2469972222:-118.795716667
"COOLS":"Intersection":"COOLS Intersection":35.1587944444:-117.387844444
"COOLY":"Intersection":"COOLY Intersection":32.8177666667:-112.784863889
"COONS":"Intersection":"COONS Intersection":32.5270861111:-112.115997222
"COOPE":"Intersection":"COOPE Intersection":37.2117:-120.433119444
"COOPP":"Intersection":"COOPP Intersection":34.1211277778:-118.100533333
"COOSE":"Intersection":"COOSE Intersection":43.4094583333:-123.940011111
"COPAR":"Intersection":"COPAR Intersection":38.0112444444:-116.875386111
"COPAW":"Intersection":"COPAW Intersection":32.892625:-114.626447222
"COPEY":"Intersection":"COPEY Intersection":32.0360888889:-110.845580556
"COPPA":"Intersection":"COPPA Intersection":33.1725166667:-112.651775
"COPPO":"Intersection":"COPPO Intersection":42.2295166667:-122.910230556
"COPPR":"Intersection":"COPPR Intersection":43.97635:-121.562119444
"COPUT":"Intersection":"COPUT Intersection":34.2891388889:-116.146602778
"COR":"NDB":"Salyer Farms NDB":36.0660555556:-119.530944444
"CORCA":"Intersection":"CORCA Intersection":34.6183222222:-120.324830556
"CORDD":"Intersection":"CORDD Intersection":38.2115:-122.180552778
"CORDO":"Intersection":"CORDO Intersection":45.8408277778:-119.179155556
"CORDU":"Intersection":"CORDU Intersection":48.1795583333:-116.672733333
"COREL":"Intersection":"COREL Intersection":33.7490472222:-117.603741667
"CORER":"Intersection":"CORER Intersection":46.8883138889:-122.928061111
"COREZ":"Intersection":"COREZ Intersection":35.5566666667:-119.483883333
"CORKK":"Intersection":"CORKK Intersection":37.7335888889:-122.49755
"CORKR":"Intersection":"CORKR Intersection":36.0839611111:-112.400358333
"CORLA":"Intersection":"CORLA Intersection":33.6387222222:-116.279280556
"CORLY":"Intersection":"CORLY Intersection":38.7218277778:-121.073502778
"COROK":"Intersection":"COROK Intersection":47.7394861111:-122.305325
"CORRI":"Intersection":"CORRI Intersection":33.3496305556:-117.231311111
"CORSE":"Intersection":"CORSE Intersection":35.9559694444:-121.946733333
"CORTH":"Intersection":"CORTH Intersection":47.2674527778:-119.867191667
"CORTY":"Intersection":"CORTY Intersection":33.9538472222:-118.365869444
"CORUB":"Intersection":"CORUB Intersection":37.6889944444:-118.801694444
"CORUR":"Intersection":"CORUR Intersection":45.7838666667:-122.996597222
"COSFU":"Intersection":"COSFU Intersection":46.4368611111:-116.511658333
"COSGR":"Intersection":"COSGR Intersection":33.524225:-111.830338889
"COSKA":"Intersection":"COSKA Intersection":38.5471944444:-121.0546
"COSMC":"Intersection":"COSMC Intersection":37.8260611111:-122.0049
"COSRA":"Intersection":"COSRA Intersection":46.2231638889:-123.054666667
"COSTO":"Intersection":"COSTO Intersection":47.5954166667:-122.517727778
"COSUG":"Intersection":"COSUG Intersection":45.5410305556:-122.325177778
"COSUK":"Intersection":"COSUK Intersection":33.48695:-115.831933333
"COSUV":"Intersection":"COSUV Intersection":46.1823138889:-118.189508333
"COTBA":"Intersection":"COTBA Intersection":35.0156944444:-118.259366667
"COTES":"Intersection":"COTES Intersection":35.4571444444:-114.046172222
"COTKA":"Intersection":"COTKA Intersection":47.110475:-122.990652778
"COTNY":"Intersection":"COTNY Intersection":47.1339138889:-122.286458333
"COTSA":"Intersection":"COTSA Intersection":34.517:-111.891227778
"COTSI":"Intersection":"COTSI Intersection":34.0708611111:-118.461769444
"COUGA":"Intersection":"COUGA Intersection":46.0920083333:-122.677386111
"COUPS":"Intersection":"COUPS Intersection":38.3162722222:-121.652622222
"COUVE":"Intersection":"COUVE Intersection":45.7044305556:-123.122716667
"COVAR":"Intersection":"COVAR Intersection":36.5862111111:-121.529830556
"COVBO":"Intersection":"COVBO Intersection":44.8526444444:-120.606780556
"COVBU":"Intersection":"COVBU Intersection":45.0201944444:-116.060016667
"COVDU":"Intersection":"COVDU Intersection":45.7134222222:-122.429455556
"COVED":"Intersection":"COVED Intersection":48.7798833333:-122.486155556
"COVHO":"Intersection":"COVHO Intersection":45.9739166667:-122.920227778
"COVIN":"Intersection":"COVIN Intersection":34.0768472222:-117.890172222
"COVOK":"Intersection":"COVOK Intersection":32.7656:-114.741366667
"COVTA":"Intersection":"COVTA Intersection":36.5781111111:-121.818119444
"COWBY":"Intersection":"COWBY Intersection":35.9235666667:-113.902761111
"COXED":"Intersection":"COXED Intersection":34.0509222222:-119.192980556
"COXEP":"Intersection":"COXEP Intersection":39.4319:-122.008738889
"COXER":"Intersection":"COXER Intersection":46.5322:-122.531908333
"COXOD":"Intersection":"COXOD Intersection":47.0194305556:-123.537613889
"COXOS":"Intersection":"COXOS Intersection":48.8542388889:-122.618297222
"COXOT":"Intersection":"COXOT Intersection":32.2686472222:-111.384030556
"COYAS":"Intersection":"COYAS Intersection":46.9614166667:-122.905833333
"COYKO":"Intersection":"COYKO Intersection":35.3878583333:-117.868211111
"COYLA":"Intersection":"COYLA Intersection":47.5134416667:-122.309541667
"COYOT":"Intersection":"COYOT Intersection":34.1678194444:-112.158122222
"COYYA":"Intersection":"COYYA Intersection":47.2447638889:-119.818494444
"CPM":"NDB":"Compton NDB":33.8890616667:-118.247275
"CRAAF":"Intersection":"CRAAF Intersection":44.760325:-123.351638889
"CRADI":"Intersection":"CRADI Intersection":34.8501527778:-112.210816667
"CRAPS":"Intersection":"CRAPS Intersection":36.556275:-114.651380556
"CRASY":"Intersection":"CRASY Intersection":38.5764055556:-118.140797222
"CRDDZ":"Intersection":"CRDDZ Intersection":39.6708555556:-119.950091667
"CREAK":"Intersection":"CREAK Intersection":45.8003055556:-122.304463889
"CREEB":"Intersection":"CREEB Intersection":48.2166666667:-121.34
"CREEZ":"Intersection":"CREEZ Intersection":36.4389861111:-120.207677778
"CREPE":"Intersection":"CREPE Intersection":35.3641444444:-120.864408333
"CRESO":"Intersection":"CRESO Intersection":35.7740361111:-115.165211111
"CRISE":"Intersection":"CRISE Intersection":38.5095111111:-121.396658333
"CRITO":"Intersection":"CRITO Intersection":39.3:-114.55
"CRIVR":"Intersection":"CRIVR Intersection":44.3930555556:-121.193055556
"CRK":"NDB":"Canyon NDB":47.6769894444:-117.450186111
"CROIT":"Intersection":"CROIT Intersection":38.0562222222:-122.194375
"CROKT":"Intersection":"CROKT Intersection":43.6758694444:-116.5178
"CROLI":"Intersection":"CROLI Intersection":37.5267472222:-118.865311111
"CROME":"Intersection":"CROME Intersection":32.7236888889:-111.185569444
"CROTI":"Intersection":"CROTI Intersection":38.6143888889:-120.725716667
"CROWE":"Intersection":"CROWE Intersection":36.0742277778:-114.332727778
"CRSEN":"Intersection":"CRSEN Intersection":37.6950694444:-122.008111111
"CRUMM":"Intersection":"CRUMM Intersection":47.2804777778:-119.951738889
"CRUST":"Intersection":"CRUST Intersection":42.6649111111:-122.105877778
"CTBRT":"Intersection":"CTBRT Intersection":44.8434916667:-117.811486111
"CUBAC":"Intersection":"CUBAC Intersection":34.5930138889:-120.256683333
"CUBAR":"Intersection":"CUBAR Intersection":43.6094305556:-116.131886111
"CUBIC":"Intersection":"CUBIC Intersection":38.4992111111:-120.082469444
"CUBIT":"Intersection":"CUBIT Intersection":47.1888611111:-122.761866667
"CUBLU":"Intersection":"CUBLU Intersection":46.3558472222:-116.861402778
"CUBOL":"Intersection":"CUBOL Intersection":34.2907361111:-109.888477778
"CUBON":"Intersection":"CUBON Intersection":34.0025638889:-117.279069444
"CUBTA":"Intersection":"CUBTA Intersection":43.4342916667:-115.999055556
"CUBUD":"Intersection":"CUBUD Intersection":32.7396805556:-116.951680556
"CUBUN":"Intersection":"CUBUN Intersection":39.8385166667:-121.893247222
"CUCAB":"Intersection":"CUCAB Intersection":45.9779833333:-118.402708333
"CUCAV":"Intersection":"CUCAV Intersection":34.2187388889:-118.994408333
"CUDAK":"Intersection":"CUDAK Intersection":34.1978722222:-118.875886111
"CUDDY":"Intersection":"CUDDY Intersection":44.4976944444:-116.555525
"CUDER":"Intersection":"CUDER Intersection":34.3983333333:-114.664166667
"CUDOR":"Intersection":"CUDOR Intersection":32.9405305556:-112.791633333
"CUDUB":"Intersection":"CUDUB Intersection":42.2443944444:-122.755133333
"CUDUG":"Intersection":"CUDUG Intersection":37.7925222222:-121.577663889
"CUDUV":"Intersection":"CUDUV Intersection":32.053925:-110.120841667
"CUFYE":"Intersection":"CUFYE Intersection":47.5941194444:-117.233266667
"CUGAG":"Intersection":"CUGAG Intersection":46.1011666667:-122.950166667
"CUGBA":"Intersection":"CUGBA Intersection":33.756075:-118.506644444
"CUGEM":"Intersection":"CUGEM Intersection":46.5402388889:-117.125819444
"CUGEV":"Intersection":"CUGEV Intersection":47.6141:-117.171866667
"CUGLU":"Intersection":"CUGLU Intersection":46.3092833333:-118.979016667
"CUGOK":"Intersection":"CUGOK Intersection":46.9048833333:-124.052802778
"CUGTI":"Intersection":"CUGTI Intersection":40.0170333333:-120.434383333
"CUGUK":"Intersection":"CUGUK Intersection":43.1061527778:-115.944636111
"CUGVI":"Intersection":"CUGVI Intersection":33.8958666667:-117.036513889
"CUGVU":"Intersection":"CUGVU Intersection":36.7744777778:-121.885572222
"CUKEV":"Intersection":"CUKEV Intersection":44.8597166667:-122.961019444
"CUKIS":"Intersection":"CUKIS Intersection":45.3498861111:-122.363725
"CUKSI":"Intersection":"CUKSI Intersection":47.3624:-120.141938889
"CUKUM":"Intersection":"CUKUM Intersection":34.1999111111:-119.096405556
"CULAX":"Intersection":"CULAX Intersection":33.8578111111:-117.244027778
"CULDU":"Intersection":"CULDU Intersection":41.1673027778:-124.237280556
"CULEX":"Intersection":"CULEX Intersection":38.3873055556:-121.953502778
"CULOK":"Intersection":"CULOK Intersection":43.7986527778:-114.802969444
"CULRI":"Intersection":"CULRI Intersection":46.4321916667:-119.118522222
"CULTS":"Intersection":"CULTS Intersection":33.5842111111:-113.511158333
"CULUL":"Intersection":"CULUL Intersection":39.1755777778:-121.613563889
"CUMAG":"Intersection":"CUMAG Intersection":32.9586277778:-109.319994444
"CUMGI":"Intersection":"CUMGI Intersection":34.115975:-119.221966667
"CUMKA":"Intersection":"CUMKA Intersection":36.8134166667:-120.565297222
"CUMLO":"Intersection":"CUMLO Intersection":37.2263583333:-120.412388889
"CUMOG":"Intersection":"CUMOG Intersection":47.4999583333:-117.471797222
"CUMOM":"Intersection":"CUMOM Intersection":43.0559833333:-115.523994444
"CUMUR":"Intersection":"CUMUR Intersection":47.6149194444:-117.271747222
"CUMUX":"Intersection":"CUMUX Intersection":36.7568138889:-119.686441667
"CUMVO":"Intersection":"CUMVO Intersection":39.2430694444:-121.874697222
"CUNBA":"Intersection":"CUNBA Intersection":42.3050277778:-122.836680556
"CUNDY":"Intersection":"CUNDY Intersection":36.0600944444:-112.992411111
"CUNEX":"Intersection":"CUNEX Intersection":39.2949527778:-123.747736111
"CUNSA":"Intersection":"CUNSA Intersection":32.8291861111:-115.588738889
"CUNUR":"Intersection":"CUNUR Intersection":47.4087305556:-120.578663889
"CUPAK":"Intersection":"CUPAK Intersection":31.5172722222:-109.604663889
"CUPEV":"Intersection":"CUPEV Intersection":46.3529:-116.834283333
"CUPIR":"Intersection":"CUPIR Intersection":39.5076055556:-118.759683333
"CUPIS":"Intersection":"CUPIS Intersection":33.4414805556:-117.207811111
"CUPOK":"Intersection":"CUPOK Intersection":45.5878583333:-118.652730556
"CUPOL":"Intersection":"CUPOL Intersection":33.7778555556:-116.358113889
"CUPRI":"Intersection":"CUPRI Intersection":44.6177111111:-121.253858333
"CUPTA":"Intersection":"CUPTA Intersection":43.0370972222:-112.416241667
"CURAV":"Intersection":"CURAV Intersection":46.663525:-123.973130556
"CURBA":"Intersection":"CURBA Intersection":39.1368166667:-121.125172222
"CUREL":"Intersection":"CUREL Intersection":34.8398555556:-117.220766667
"CURGA":"Intersection":"CURGA Intersection":32.0485444444:-110.860183333
"CURIE":"Intersection":"CURIE Intersection":38.3230055556:-122.202111111
"CURIV":"Intersection":"CURIV Intersection":33.7730472222:-114.544063889
